sample_id,true_label,predicted_label,model_name,prob_trend,prob_volatility,prob_stochastic,prob_anomaly,prob_structural_break
15445,1,0,Arsenal,0.72023297,0.04003632,-0.0,0.11989427,0.11983643
18283,4,0,Arsenal,1.0,-0.0,-0.0,-0.0,-0.0
15151,1,3,Arsenal,-0.0,0.44038938,-0.0,0.55961062,-0.0
18409,4,3,Arsenal,0.12033737,-0.0,-0.0,0.71964558,0.16001705
10772,0,1,Arsenal,-0.0,0.91944863,-0.0,0.08055137,-0.0
18172,4,0,Arsenal,0.91988704,-0.0,-0.0,0.08011296,-0.0
10034,0,1,Arsenal,0.11971979,0.88028021,-0.0,-0.0,-0.0
19350,4,2,Arsenal,-0.0,-0.0,1.0,-0.0,-0.0
11626,0,3,Arsenal,-0.0,-0.0,-0.0,0.95988537,0.04011463
10695,0,3,Arsenal,-0.0,-0.0,-0.0,0.9196383,0.0803617
17985,4,0,Arsenal,0.76044884,-0.0,0.23955116,-0.0,-0.0
18969,4,1,Arsenal,-0.0,1.0,-0.0,-0.0,-0.0
18616,4,1,Arsenal,0.11988954,0.4003242,-0.0,0.23951688,0.24026938
18348,4,3,Arsenal,-0.0,-0.0,-0.0,0.96013231,0.03986769
18331,4,3,Arsenal,0.20034145,-0.0,-0.0,0.79965855,-0.0
10642,0,1,Arsenal,-0.0,0.79989691,-0.0,0.12025918,0.07984391
18317,4,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
18541,4,3,Arsenal,0.20030157,-0.0,-0.0,0.68008696,0.11961147
19153,4,3,Arsenal,0.04000187,-0.0,-0.0,0.95999813,-0.0
11669,0,3,Arsenal,-0.0,-0.0,-0.0,0.92050008,0.07949992
10390,0,3,Arsenal,-0.0,-0.0,-0.0,0.84068226,0.15931774
16843,3,1,Arsenal,-0.0,0.59995492,-0.0,0.40004508,-0.0
10643,0,3,Arsenal,-0.0,-0.0,-0.0,0.80037626,0.19962374
16426,3,1,Arsenal,-0.0,0.56006886,-0.0,0.36023053,0.07970061
19069,4,3,Arsenal,-0.0,-0.0,-0.0,0.79968117,0.20031883
19243,4,1,Arsenal,-0.0,0.59922169,-0.0,0.04025061,0.3605277
10416,0,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
19708,4,2,Arsenal,-0.0,-0.0,0.63931807,-0.0,0.36068193
18604,4,0,Arsenal,0.84016264,-0.0,-0.0,0.15983736,-0.0
11914,0,1,Arsenal,0.11991316,0.67948025,-0.0,0.20060659,-0.0
10554,0,3,Arsenal,0.07938474,-0.0,-0.0,0.79969525,0.12092001
19250,4,3,Arsenal,-0.0,-0.0,-0.0,0.96042907,0.03957093
18456,4,3,Arsenal,-0.0,-0.0,-0.0,0.96036777,0.03963223
18588,4,3,Arsenal,0.16012008,-0.0,-0.0,0.6400239,0.19985602
18112,4,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
15128,1,3,Arsenal,-0.0,0.48091814,-0.0,0.51908186,-0.0
10593,0,3,Arsenal,0.04008491,0.1205353,0.31962247,0.51975732,-0.0
10655,0,3,Arsenal,0.03963223,0.03981521,-0.0,0.84052122,0.08003134
18352,4,3,Arsenal,0.04011594,-0.0,-0.0,0.95988406,-0.0
16986,3,1,Arsenal,-0.0,0.84018009,-0.0,0.15981991,-0.0
15526,1,4,Arsenal,-0.0,-0.0,-0.0,-0.0,1.0
11702,0,3,Arsenal,0.080196,0.03986769,-0.0,0.47945126,0.40048505
17816,3,1,Arsenal,-0.0,0.80000369,-0.0,0.19999631,-0.0
10413,0,3,Arsenal,0.03965489,-0.0,-0.0,0.96034511,-0.0
19062,4,1,Arsenal,-0.0,0.83993153,-0.0,0.03957093,0.12049754
10456,0,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
11624,0,3,Arsenal,0.4012337,-0.0,-0.0,0.5987663,-0.0
11718,0,1,Arsenal,-0.0,0.71989929,-0.0,0.24022189,0.03987882
11666,0,3,Arsenal,0.04030076,-0.0,-0.0,0.8403664,0.11933284
13736,2,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
11730,0,3,Arsenal,-0.0,0.04025061,-0.0,0.88006252,0.07968687
18321,4,0,Arsenal,1.0,-0.0,-0.0,-0.0,-0.0
18418,4,3,Arsenal,-0.0,0.04011594,-0.0,0.95988406,-0.0
15137,1,3,Arsenal,-0.0,0.28079799,-0.0,0.71920201,-0.0
18165,4,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
10584,0,3,Arsenal,-0.0,-0.0,-0.0,0.75973794,0.24026206
18449,4,0,Arsenal,1.0,-0.0,-0.0,-0.0,-0.0
10594,0,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
18586,4,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
10417,0,3,Arsenal,0.08028693,-0.0,-0.0,0.91971307,-0.0
10404,0,1,Arsenal,-0.0,0.92015938,-0.0,0.03981521,0.04002541
11712,0,3,Arsenal,0.20049243,-0.0,-0.0,0.75948217,0.04002541
18048,4,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
17605,3,0,Arsenal,0.88036279,-0.0,-0.0,0.04011463,0.07952258
17056,3,1,Arsenal,0.03987882,0.48018385,-0.0,0.11988403,0.3600533
10698,0,1,Arsenal,-0.0,0.83963842,-0.0,0.16036158,-0.0
11757,0,1,Arsenal,0.15929813,0.44134063,-0.0,0.2788894,0.12047185
10635,0,3,Arsenal,-0.0,-0.0,-0.0,0.84003301,0.15996699
10598,0,3,Arsenal,-0.0,0.2798973,-0.0,0.56086802,0.15923468
10480,0,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
17722,3,1,Arsenal,0.08022702,0.40075811,-0.0,0.35999706,0.15901781
10738,0,3,Arsenal,-0.0,-0.0,-0.0,0.96013231,0.03986769
15111,1,3,Arsenal,-0.0,0.44055281,-0.0,0.51954727,0.03989992
11802,0,3,Arsenal,-0.0,-0.0,-0.0,0.92004341,0.07995659
17600,3,4,Arsenal,-0.0,-0.0,-0.0,-0.0,1.0
11916,0,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
17148,3,1,Arsenal,-0.0,0.67984424,-0.0,0.32015576,-0.0
11715,0,3,Arsenal,-0.0,0.03965489,-0.0,0.84067572,0.11966939
11773,0,3,Arsenal,-0.0,0.23974341,-0.0,0.67995157,0.08030502
17862,3,1,Arsenal,-0.0,1.0,-0.0,-0.0,-0.0
18036,4,3,Arsenal,0.03965489,-0.0,-0.0,0.92034428,0.04000083
11913,0,1,Arsenal,-0.0,1.0,-0.0,-0.0,-0.0
17087,3,1,Arsenal,-0.0,0.92001637,-0.0,0.07998363,-0.0
10745,0,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
18239,4,3,Arsenal,0.12029619,-0.0,-0.0,0.79961032,0.08009349
17929,4,3,Arsenal,0.44123217,0.03987882,-0.0,0.47902131,0.03986769
18530,4,3,Arsenal,0.15979996,0.2398619,-0.0,0.60033814,-0.0
18522,4,0,Arsenal,0.39902267,0.240557,-0.0,0.31973486,0.04068547
10753,0,3,Arsenal,0.03981521,0.04011594,-0.0,0.88020116,0.03986769
19721,4,2,Arsenal,-0.0,-0.0,1.0,-0.0,-0.0
18359,4,3,Arsenal,0.08011597,-0.0,-0.0,0.71985314,0.20003089
10443,0,3,Arsenal,0.23998162,-0.0,-0.0,0.60043721,0.15958117
10621,0,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
18012,4,0,Arsenal,0.48069585,0.31916836,-0.0,0.16041533,0.03972046
18225,4,3,Arsenal,-0.0,-0.0,-0.0,0.76069832,0.23930168
16404,3,1,Arsenal,-0.0,0.71965293,-0.0,0.19984638,0.08050068
19374,4,2,Arsenal,-0.0,-0.0,0.96036777,-0.0,0.03963223
18267,4,3,Arsenal,-0.0,-0.0,-0.0,0.92025183,0.07974817
10530,0,3,Arsenal,0.08012943,0.11994256,-0.0,0.67920538,0.12072263
14965,1,3,Arsenal,-0.0,0.47984474,-0.0,0.52015526,-0.0
18154,4,0,Arsenal,1.0,-0.0,-0.0,-0.0,-0.0
18389,4,3,Arsenal,0.32020525,-0.0,-0.0,0.35892358,0.32087118
19902,4,0,Arsenal,1.0,-0.0,-0.0,-0.0,-0.0
18021,4,0,Arsenal,0.59944089,-0.0,-0.0,0.28053143,0.12002768
10717,0,3,Arsenal,0.1600618,-0.0,-0.0,0.76065108,0.07928712
11941,0,1,Arsenal,-0.0,0.96027954,-0.0,0.03972046,-0.0
18447,4,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
12952,2,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
10423,0,3,Arsenal,0.15982489,-0.0,-0.0,0.7202118,0.11996331
19017,4,3,Arsenal,-0.0,-0.0,-0.0,0.92006885,0.07993115
11854,0,3,Arsenal,-0.0,0.04068547,-0.0,0.95931453,-0.0
18555,4,3,Arsenal,0.31900972,-0.0,-0.0,0.5211496,0.15984069
17715,3,1,Arsenal,-0.0,0.9198835,-0.0,0.0801165,-0.0
17948,4,3,Arsenal,0.04011463,-0.0,-0.0,0.87981955,0.08006582
17249,3,1,Arsenal,-0.0,0.55978045,-0.0,0.40019415,0.04002541
17265,3,0,Arsenal,0.44111318,-0.0,-0.0,0.31938978,0.23949704
10722,0,3,Arsenal,-0.0,-0.0,-0.0,0.80048227,0.19951773
13855,2,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
10412,0,4,Arsenal,-0.0,0.35986274,-0.0,0.28014698,0.35999028
18820,4,1,Arsenal,0.11959412,0.72046953,-0.0,0.07981853,0.08011781
19236,4,3,Arsenal,-0.0,-0.0,-0.0,0.92001637,0.07998363
19573,4,2,Arsenal,-0.0,0.12018413,0.87981587,-0.0,-0.0
11797,0,3,Arsenal,-0.0,-0.0,-0.0,0.95995236,0.04004764
15462,1,4,Arsenal,-0.0,0.35929768,-0.0,-0.0,0.64070232
17649,3,1,Arsenal,0.03965489,0.96034511,-0.0,-0.0,-0.0
14397,1,3,Arsenal,-0.0,0.03987882,-0.0,0.84075437,0.11936681
17972,4,3,Arsenal,0.12056513,-0.0,-0.0,0.87943487,-0.0
18390,4,3,Arsenal,0.04000187,-0.0,-0.0,0.84018912,0.11980901
16402,3,4,Arsenal,0.2396069,0.0796803,-0.0,0.32068429,0.36002851
11568,0,1,Arsenal,0.12034017,0.43993308,-0.0,0.39961213,0.04011463
19231,4,3,Arsenal,0.03957093,-0.0,-0.0,0.92012831,0.04030076
10628,0,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
17993,4,1,Arsenal,-0.0,0.4799964,-0.0,0.44001998,0.07998363
16787,3,1,Arsenal,0.15936957,0.56052746,-0.0,0.04009161,0.24001135
11777,0,1,Arsenal,0.04011463,0.92023049,-0.0,0.03965489,-0.0
11859,0,3,Arsenal,0.04009161,0.04003632,-0.0,0.51980734,0.40006473
10885,0,2,Arsenal,-0.0,-0.0,1.0,-0.0,-0.0
11749,0,3,Arsenal,0.04011109,0.12013931,-0.0,0.83974961,-0.0
13347,2,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
19199,4,3,Arsenal,-0.0,0.28022344,-0.0,0.71977656,-0.0
17566,3,0,Arsenal,0.72079839,-0.0,-0.0,0.07977891,0.1994227
18591,4,0,Arsenal,0.92013043,-0.0,-0.0,0.07986957,-0.0
10608,0,3,Arsenal,0.1601984,0.31988517,-0.0,0.44008489,0.07983154
18503,4,0,Arsenal,0.59931636,0.24052946,-0.0,0.08009244,0.08006173
13809,2,0,Arsenal,1.0,-0.0,-0.0,-0.0,-0.0
18400,4,3,Arsenal,0.2002254,0.12067661,-0.0,0.59952622,0.07957177
17481,3,1,Arsenal,-0.0,0.60083946,-0.0,0.35912421,0.04003632
18576,4,3,Arsenal,0.0797492,-0.0,-0.0,0.9202508,-0.0
18623,4,3,Arsenal,-0.0,-0.0,-0.0,0.91981099,0.08018901
10559,0,1,Arsenal,0.04011109,0.48004415,-0.0,0.43979713,0.04004764
18002,4,3,Arsenal,-0.0,-0.0,-0.0,0.88030604,0.11969396
18280,4,3,Arsenal,0.24031011,-0.0,-0.0,0.67942507,0.08026482
18897,4,3,Arsenal,-0.0,-0.0,-0.0,0.92028487,0.07971513
18124,4,0,Arsenal,0.91963477,-0.0,-0.0,0.08036523,-0.0
18386,4,3,Arsenal,-0.0,0.07982793,-0.0,0.92017207,-0.0
18916,4,3,Arsenal,0.03972046,-0.0,-0.0,0.88062382,0.07965572
11907,0,3,Arsenal,0.04000187,-0.0,-0.0,0.95999813,-0.0
16859,3,1,Arsenal,-0.0,0.87959713,-0.0,0.12040287,-0.0
18157,4,3,Arsenal,0.04004764,-0.0,-0.0,0.8799433,0.08000907
18314,4,3,Arsenal,0.31945275,0.24023688,-0.0,0.36019492,0.08011546
17809,3,0,Arsenal,1.0,-0.0,-0.0,-0.0,-0.0
10708,0,3,Arsenal,-0.0,-0.0,0.07993624,0.92006376,-0.0
10763,0,3,Arsenal,-0.0,0.31994375,-0.0,0.68005625,-0.0
18194,4,1,Arsenal,-0.0,1.0,-0.0,-0.0,-0.0
11877,0,3,Arsenal,0.04000187,-0.0,-0.0,0.84029881,0.11969931
17257,3,1,Arsenal,-0.0,0.76040435,-0.0,0.23959565,-0.0
17433,3,0,Arsenal,0.95999813,-0.0,-0.0,0.04000187,-0.0
10470,0,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
18162,4,3,Arsenal,0.07975568,-0.0,-0.0,0.80061985,0.11962447
18026,4,3,Arsenal,0.04000083,-0.0,-0.0,0.92013148,0.03986769
11841,0,1,Arsenal,-0.0,0.92022126,-0.0,0.07977874,-0.0
19175,4,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
18843,4,2,Arsenal,-0.0,-0.0,1.0,-0.0,-0.0
18274,4,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
18025,4,3,Arsenal,-0.0,-0.0,-0.0,0.9199798,0.0800202
18824,4,1,Arsenal,-0.0,0.88080005,-0.0,0.07938474,0.03981521
11860,0,3,Arsenal,0.07979626,-0.0,-0.0,0.92020374,-0.0
10685,0,3,Arsenal,-0.0,-0.0,-0.0,0.8403118,0.1596882
17026,3,4,Arsenal,0.07966856,-0.0,-0.0,0.03965489,0.88067656
16222,3,1,Arsenal,-0.0,0.79940576,-0.0,0.16047961,0.04011463
16935,3,1,Arsenal,-0.0,0.71892737,-0.0,0.2410363,0.04003632
18583,4,1,Arsenal,0.03989992,0.55976874,-0.0,0.40033134,-0.0
10720,0,4,Arsenal,-0.0,-0.0,-0.0,0.07963306,0.92036694
11680,0,3,Arsenal,-0.0,-0.0,-0.0,0.87973312,0.12026688
11803,0,1,Arsenal,-0.0,0.71991126,-0.0,0.24008687,0.04000187
18518,4,3,Arsenal,-0.0,0.07980536,-0.0,0.84072378,0.07947085
18104,4,0,Arsenal,0.8405664,-0.0,-0.0,0.1594336,-0.0
18300,4,3,Arsenal,-0.0,0.36030012,-0.0,0.55977342,0.07992646
11818,0,3,Arsenal,-0.0,0.04011594,-0.0,0.95988406,-0.0
18013,4,1,Arsenal,-0.0,0.5190052,-0.0,0.4809948,-0.0
18289,4,3,Arsenal,0.12086506,-0.0,-0.0,0.83888434,0.04025061
18362,4,3,Arsenal,-0.0,-0.0,-0.0,0.71974887,0.28025113
16077,3,1,Arsenal,-0.0,0.87892216,-0.0,0.12107784,-0.0
18187,4,3,Arsenal,0.03989992,0.03957093,-0.0,0.51991014,0.40061901
18215,4,1,Arsenal,-0.0,1.0,-0.0,-0.0,-0.0
18417,4,0,Arsenal,0.72026707,-0.0,-0.0,0.19963944,0.08009349
19688,4,2,Arsenal,-0.0,-0.0,1.0,-0.0,-0.0
11931,0,3,Arsenal,0.04011594,-0.0,-0.0,0.83997669,0.11990737
18110,4,3,Arsenal,-0.0,0.20002688,-0.0,0.72045054,0.07952258
18071,4,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
11604,0,3,Arsenal,-0.0,0.04011109,-0.0,0.95988891,-0.0
10560,0,1,Arsenal,-0.0,0.92004069,-0.0,0.03986769,0.04009161
10648,0,3,Arsenal,0.07990423,0.39999522,-0.0,0.44037926,0.07972129
17620,3,4,Arsenal,0.07966856,-0.0,-0.0,0.39997937,0.52035207
10576,0,3,Arsenal,-0.0,-0.0,-0.0,0.96010008,0.03989992
10610,0,4,Arsenal,-0.0,-0.0,-0.0,0.07974586,0.92025414
17401,3,4,Arsenal,-0.0,-0.0,-0.0,0.48016803,0.51983197
10498,0,1,Arsenal,0.120327,0.879673,-0.0,-0.0,-0.0
18262,4,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
18485,4,3,Arsenal,0.12002895,-0.0,-0.0,0.83988614,0.04008491
11595,0,3,Arsenal,0.04009161,0.08011546,-0.0,0.80050581,0.07928712
10430,0,1,Arsenal,-0.0,0.83994507,-0.0,0.12039064,0.03966429
11825,0,1,Arsenal,0.16035246,0.51914264,-0.0,0.08033708,0.24016781
18173,4,3,Arsenal,0.24005437,-0.0,-0.0,0.75994563,-0.0
16942,3,1,Arsenal,-0.0,0.51926441,-0.0,0.48073559,-0.0
18161,4,3,Arsenal,0.04030076,0.04016365,-0.0,0.8393991,0.0801365
18987,4,0,Arsenal,0.59933469,0.36066344,-0.0,0.04000187,-0.0
18146,4,3,Arsenal,0.07995931,-0.0,-0.0,0.92004069,-0.0
18073,4,3,Arsenal,-0.0,-0.0,-0.0,0.84088744,0.15911256
13690,2,0,Arsenal,1.0,-0.0,-0.0,-0.0,-0.0
19149,4,3,Arsenal,-0.0,-0.0,-0.0,0.60011794,0.39988206
10683,0,3,Arsenal,0.47968249,-0.0,-0.0,0.48020157,0.04011594
18305,4,3,Arsenal,0.1192371,-0.0,-0.0,0.84059926,0.04016365
18557,4,3,Arsenal,0.08044213,-0.0,-0.0,0.87965795,0.03989992
17817,3,0,Arsenal,0.68078092,-0.0,-0.0,0.31921908,-0.0
15656,1,4,Arsenal,-0.0,-0.0,-0.0,-0.0,1.0
10558,0,3,Arsenal,0.03963223,-0.0,-0.0,0.96036777,-0.0
11625,0,3,Arsenal,0.03981521,0.15988966,-0.0,0.80029512,-0.0
11944,0,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
18063,4,3,Arsenal,0.07953567,-0.0,-0.0,0.92046433,-0.0
19150,4,3,Arsenal,-0.0,-0.0,-0.0,0.87920157,0.12079843
10568,0,3,Arsenal,0.0802027,0.04016365,-0.0,0.79963889,0.07999476
11677,0,4,Arsenal,0.03966429,-0.0,-0.0,0.44045691,0.5198788
10495,0,3,Arsenal,-0.0,-0.0,-0.0,0.52012518,0.47987482
13641,2,0,Arsenal,1.0,-0.0,-0.0,-0.0,-0.0
18457,4,0,Arsenal,1.0,-0.0,-0.0,-0.0,-0.0
10510,0,4,Arsenal,-0.0,-0.0,-0.0,0.04004764,0.95995236
18472,4,3,Arsenal,0.04016365,-0.0,-0.0,0.92018147,0.03965489
18075,4,3,Arsenal,-0.0,-0.0,-0.0,0.68100642,0.31899358
10701,0,3,Arsenal,-0.0,-0.0,-0.0,0.75993368,0.24006632
19186,4,1,Arsenal,-0.0,0.96042907,-0.0,0.03957093,-0.0
18201,4,0,Arsenal,1.0,-0.0,-0.0,-0.0,-0.0
18011,4,3,Arsenal,-0.0,-0.0,-0.0,0.80113094,0.19886906
14703,1,3,Arsenal,-0.0,0.07984062,-0.0,0.92015938,-0.0
11698,0,1,Arsenal,0.04000187,0.4796428,-0.0,0.36025309,0.12010223
17902,3,1,Arsenal,-0.0,0.91996866,-0.0,0.08003134,-0.0
18582,4,1,Arsenal,0.03957093,0.92042823,-0.0,-0.0,0.04000083
17442,3,1,Arsenal,-0.0,0.91974269,-0.0,0.08025731,-0.0
19530,4,2,Arsenal,-0.0,-0.0,1.0,-0.0,-0.0
11873,0,3,Arsenal,-0.0,-0.0,-0.0,0.51995908,0.48004092
19837,4,0,Arsenal,0.6000368,-0.0,-0.0,-0.0,0.3999632
10389,0,3,Arsenal,0.04025061,0.03972046,-0.0,0.88036465,0.03966429
17169,3,1,Arsenal,0.04003632,0.52028473,-0.0,0.43967894,-0.0
16968,3,0,Arsenal,0.79961165,0.20038835,-0.0,-0.0,-0.0
11897,0,3,Arsenal,-0.0,0.07986285,-0.0,0.8800137,0.04012345
18062,4,0,Arsenal,0.75993344,-0.0,-0.0,0.20034611,0.03972046
18373,4,3,Arsenal,-0.0,-0.0,-0.0,0.7201363,0.2798637
16590,3,1,Arsenal,0.04012345,0.63900496,-0.0,0.28073022,0.04014137
17982,4,3,Arsenal,0.19909882,-0.0,-0.0,0.6802582,0.12064298
10395,0,4,Arsenal,-0.0,-0.0,-0.0,0.23992286,0.76007714
18750,4,3,Arsenal,-0.0,-0.0,-0.0,0.87927633,0.12072367
18376,4,0,Arsenal,0.95990839,-0.0,-0.0,0.04009161,-0.0
11683,0,4,Arsenal,-0.0,-0.0,-0.0,0.04003632,0.95996368
16999,3,1,Arsenal,-0.0,0.68032401,-0.0,0.31967599,-0.0
10468,0,3,Arsenal,0.03986769,-0.0,-0.0,0.84041917,0.11971314
10476,0,3,Arsenal,-0.0,-0.0,-0.0,0.91941461,0.08058539
10089,0,3,Arsenal,0.11957111,0.04011463,-0.0,0.44019113,0.40012314
14745,1,3,Arsenal,-0.0,0.1594678,-0.0,0.8405322,-0.0
19507,4,2,Arsenal,-0.0,-0.0,0.76061862,-0.0,0.23938138
18463,4,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
18292,4,3,Arsenal,-0.0,-0.0,-0.0,0.88041396,0.11958604
11928,0,1,Arsenal,-0.0,0.76093678,-0.0,0.15986006,0.07920317
17785,3,0,Arsenal,1.0,-0.0,-0.0,-0.0,-0.0
19151,4,3,Arsenal,0.08036654,-0.0,-0.0,0.56004912,0.35958434
10479,0,1,Arsenal,0.0797492,0.72056404,-0.0,0.07972384,0.11996292
19725,4,2,Arsenal,-0.0,-0.0,0.60017548,-0.0,0.39982452
18072,4,0,Arsenal,0.84051291,-0.0,-0.0,0.15948709,-0.0
17819,3,1,Arsenal,0.07973458,0.64089418,-0.0,0.11919995,0.16017128
18319,4,0,Arsenal,0.88012735,-0.0,-0.0,0.11987265,-0.0
15236,1,3,Arsenal,-0.0,0.19977838,-0.0,0.80022162,-0.0
17137,3,1,Arsenal,-0.0,0.63938702,-0.0,0.36061298,-0.0
11636,0,3,Arsenal,-0.0,0.04009161,-0.0,0.88016187,0.07974652
13618,2,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
18515,4,3,Arsenal,0.03957093,-0.0,-0.0,0.92076478,0.03966429
18266,4,3,Arsenal,0.16016884,-0.0,-0.0,0.83983116,-0.0
10591,0,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
18982,4,1,Arsenal,-0.0,0.56050527,-0.0,0.04025061,0.39924412
18233,4,3,Arsenal,-0.0,-0.0,-0.0,0.83962672,0.16037328
10647,0,3,Arsenal,0.03965489,-0.0,-0.0,0.96034511,-0.0
15572,1,4,Arsenal,-0.0,0.04030076,-0.0,-0.0,0.95969924
19739,4,2,Arsenal,-0.0,-0.0,0.64050641,-0.0,0.35949359
18051,4,3,Arsenal,-0.0,-0.0,-0.0,0.67946857,0.32053143
10592,0,3,Arsenal,0.12015238,-0.0,-0.0,0.75999189,0.11985573
17732,3,4,Arsenal,0.12034311,-0.0,-0.0,0.32028976,0.55936713
10542,0,3,Arsenal,0.11980635,-0.0,-0.0,0.84015732,0.04003632
11714,0,3,Arsenal,0.04011463,0.15980475,-0.0,0.6790969,0.12098372
10429,0,4,Arsenal,-0.0,-0.0,-0.0,0.24033436,0.75966564
19073,4,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
15006,1,3,Arsenal,-0.0,0.27953872,-0.0,0.68034666,0.04011463
16939,3,1,Arsenal,-0.0,1.0,-0.0,-0.0,-0.0
10656,0,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
13828,2,0,Arsenal,1.0,-0.0,-0.0,-0.0,-0.0
18271,4,0,Arsenal,1.0,-0.0,-0.0,-0.0,-0.0
19057,4,1,Arsenal,-0.0,0.96027954,-0.0,-0.0,0.03972046
11688,0,4,Arsenal,0.19986915,0.23998604,-0.0,0.2797526,0.28039221
18567,4,3,Arsenal,0.27997792,0.04014137,-0.0,0.36002551,0.3198552
10596,0,1,Arsenal,0.03987882,0.83981623,-0.0,0.12030495,-0.0
18667,4,3,Arsenal,-0.0,0.23999201,-0.0,0.68015645,0.07985153
11581,0,3,Arsenal,0.04012345,-0.0,-0.0,0.91962594,0.04025061
17310,3,0,Arsenal,0.40015351,-0.0,-0.0,0.32030808,0.27953841
11640,0,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
18711,4,3,Arsenal,-0.0,-0.0,-0.0,0.7194714,0.2805286
15585,1,4,Arsenal,-0.0,-0.0,-0.0,-0.0,1.0
11862,0,3,Arsenal,-0.0,0.31994494,-0.0,0.68005506,-0.0
11814,0,3,Arsenal,0.03963223,0.04011109,-0.0,0.5598472,0.36040948
17371,3,0,Arsenal,1.0,-0.0,-0.0,-0.0,-0.0
10637,0,1,Arsenal,0.07943863,0.40054467,-0.0,0.40018451,0.1198322
17479,3,1,Arsenal,0.08019953,0.64002146,-0.0,0.279779,-0.0
13310,2,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
17356,3,4,Arsenal,-0.0,-0.0,-0.0,0.04008491,0.95991509
19004,4,3,Arsenal,-0.0,-0.0,-0.0,0.8395495,0.1604505
18191,4,3,Arsenal,-0.0,-0.0,-0.0,0.95997459,0.04002541
11895,0,3,Arsenal,-0.0,-0.0,-0.0,0.92034324,0.07965676
11788,0,3,Arsenal,0.08014134,0.04004764,-0.0,0.84024009,0.03957093
17768,3,1,Arsenal,0.03963223,0.68067239,-0.0,0.23966997,0.04002541
13442,2,0,Arsenal,1.0,-0.0,-0.0,-0.0,-0.0
10736,0,3,Arsenal,0.04000187,0.04068547,-0.0,0.91931266,-0.0
13298,2,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
18488,4,0,Arsenal,0.96012118,-0.0,-0.0,0.03987882,-0.0
15578,1,4,Arsenal,-0.0,-0.0,-0.0,-0.0,1.0
10453,0,1,Arsenal,0.04030076,0.48048794,-0.0,0.39941503,0.07979626
19196,4,1,Arsenal,-0.0,1.0,-0.0,-0.0,-0.0
10623,0,3,Arsenal,-0.0,-0.0,-0.0,0.95983635,0.04016365
18705,4,3,Arsenal,0.15959804,-0.0,-0.0,0.67969125,0.16071071
10682,0,3,Arsenal,-0.0,-0.0,-0.0,0.79967846,0.20032154
11574,0,1,Arsenal,-0.0,0.95991509,-0.0,-0.0,0.04008491
10059,0,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
18095,4,3,Arsenal,0.08041425,-0.0,-0.0,0.67966455,0.23992119
10757,0,1,Arsenal,0.03966429,0.88009633,-0.0,0.08023939,-0.0
16073,3,1,Arsenal,-0.0,0.60034432,-0.0,0.35975576,0.03989992
16680,3,2,Arsenal,-0.0,-0.0,0.56010782,0.43989218,-0.0
15422,1,3,Arsenal,0.04009161,0.23915248,-0.0,0.52048858,0.20026733
10524,0,3,Arsenal,-0.0,-0.0,-0.0,0.52027697,0.47972303
18776,4,1,Arsenal,0.04000083,0.68081771,-0.0,0.23906684,0.04011463
18167,4,0,Arsenal,0.59949712,-0.0,-0.0,0.40050288,-0.0
19101,4,3,Arsenal,-0.0,0.08017958,-0.0,0.91982042,-0.0
11608,0,3,Arsenal,0.04014137,0.07920317,-0.0,0.80066393,0.07999153
19136,4,3,Arsenal,-0.0,-0.0,-0.0,0.64075193,0.35924807
11940,0,3,Arsenal,0.07944744,-0.0,-0.0,0.72085575,0.19969681
